"iet_name";"iet_istypedby";"isc_name";"isc_version"
IfcStair/QUARTER_TURN_STAIR;IfcStairType/QUARTER_TURN_STAIR;IFC4;"4.0.2.1"
IfcStair/HALF_WINDING_STAIR;IfcStairType/HALF_WINDING_STAIR;IFC4;"4.0.2.1"
IfcStair/HALF_TURN_STAIR;IfcStairType/HALF_TURN_STAIR;IFC4;"4.0.2.1"
IfcStair/TWO_QUARTER_WINDING_STAIR;IfcStairType/TWO_QUARTER_WINDING_STAIR;IFC4;"4.0.2.1"
IfcStair/THREE_QUARTER_WINDING_STAIR;IfcStairType/THREE_QUARTER_WINDING_STAIR;IFC4;"4.0.2.1"
IfcStair/THREE_QUARTER_TURN_STAIR;IfcStairType/THREE_QUARTER_TURN_STAIR;IFC4;"4.0.2.1"
IfcStair/SPIRAL_STAIR;IfcStairType/SPIRAL_STAIR;IFC4;"4.0.2.1"
IfcStair/DOUBLE_RETURN_STAIR;IfcStairType/DOUBLE_RETURN_STAIR;IFC4;"4.0.2.1"
IfcStair/CURVED_RUN_STAIR;IfcStairType/CURVED_RUN_STAIR;IFC4;"4.0.2.1"
IfcStair/TWO_CURVED_RUN_STAIR;IfcStairType/TWO_CURVED_RUN_STAIR;IFC4;"4.0.2.1"
IfcStair/USERDEFINED;IfcStairType/USERDEFINED;IFC4;"4.0.2.1"
IfcStair/NOTDEFINED;IfcStairType/NOTDEFINED;IFC4;"4.0.2.1"
IfcStairFlight/STRAIGHT;IfcStairFlightType/STRAIGHT;IFC4;"4.0.2.1"
IfcStairFlight/WINDER;IfcStairFlightType/WINDER;IFC4;"4.0.2.1"
IfcStairFlight/SPIRAL;IfcStairFlightType/SPIRAL;IFC4;"4.0.2.1"
IfcStairFlight/CURVED;IfcStairFlightType/CURVED;IFC4;"4.0.2.1"
IfcStairFlight/FREEFORM;IfcStairFlightType/FREEFORM;IFC4;"4.0.2.1"
IfcStairFlight/USERDEFINED;IfcStairFlightType/USERDEFINED;IFC4;"4.0.2.1"
IfcStairFlight/NOTDEFINED;IfcStairFlightType/NOTDEFINED;IFC4;"4.0.2.1"
IfcTransportElement/ESCALATOR;IfcTransportElementType/ESCALATOR;IFC4;"4.0.2.1"
IfcTransportElement/MOVINGWALKWAY;IfcTransportElementType/MOVINGWALKWAY;IFC4;"4.0.2.1"
IfcTransportElement/CRANEWAY;IfcTransportElementType/CRANEWAY;IFC4;"4.0.2.1"
IfcTransportElement/LIFTINGGEAR;IfcTransportElementType/LIFTINGGEAR;IFC4;"4.0.2.1"
IfcTransportElement/USERDEFINED;IfcTransportElementType/USERDEFINED;IFC4;"4.0.2.1"
IfcTransportElement/NOTDEFINED;IfcTransportElementType/NOTDEFINED;IFC4;"4.0.2.1"
IfcTubeBundle/FINNED;IfcTubeBundleType/FINNED;IFC4;"4.0.2.1"
IfcTubeBundle/USERDEFINED;IfcTubeBundleType/USERDEFINED;IFC4;"4.0.2.1"
IfcTubeBundle/NOTDEFINED;IfcTubeBundleType/NOTDEFINED;IFC4;"4.0.2.1"
IfcUnitaryControlElement/ALARMPANEL;IfcUnitaryControlElementType/ALARMPANEL;IFC4;"4.0.2.1"
IfcUnitaryControlElement/CONTROLPANEL;IfcUnitaryControlElementType/CONTROLPANEL;IFC4;"4.0.2.1"
IfcUnitaryControlElement/GASDETECTIONPANEL;IfcUnitaryControlElementType/GASDETECTIONPANEL;IFC4;"4.0.2.1"
IfcUnitaryControlElement/INDICATORPANEL;IfcUnitaryControlElementType/INDICATORPANEL;IFC4;"4.0.2.1"
IfcUnitaryControlElement/MIMICPANEL;IfcUnitaryControlElementType/MIMICPANEL;IFC4;"4.0.2.1"
IfcUnitaryControlElement/HUMIDISTAT;IfcUnitaryControlElementType/HUMIDISTAT;IFC4;"4.0.2.1"
IfcUnitaryControlElement/THERMOSTAT;IfcUnitaryControlElementType/THERMOSTAT;IFC4;"4.0.2.1"
IfcUnitaryEquipment/SPLITSYSTEM;IfcUnitaryEquipmentType/SPLITSYSTEM;IFC4;"4.0.2.1"
IfcUnitaryEquipment/ROOFTOPUNIT;IfcUnitaryEquipmentType/ROOFTOPUNIT;IFC4;"4.0.2.1"
IfcFilter/AIRPARTICLEFILTER;IfcFilterType/AIRPARTICLEFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcUnitaryEquipment/USERDEFINED;IfcUnitaryEquipmentType/USERDEFINED;IFC4;"4.0.2.1"
IfcValve/COMMISSIONING;IfcValveType/COMMISSIONING;IFC4;"4.0.2.1"
IfcValve/DIVERTING;IfcValveType/DIVERTING;IFC4;"4.0.2.1"
IfcValve/DRAWOFFCOCK;IfcValveType/DRAWOFFCOCK;IFC4;"4.0.2.1"
IfcValve/DOUBLECHECK;IfcValveType/DOUBLECHECK;IFC4;"4.0.2.1"
IfcTask/DEMOLITION;IfcTaskType/DEMOLITION;IFC4X1;"4.1.0.0"
IfcValve/DOUBLEREGULATING;IfcValveType/DOUBLEREGULATING;IFC4;"4.0.2.1"
IfcValve/FAUCET;IfcValveType/FAUCET;IFC4;"4.0.2.1"
IfcValve/FLUSHING;IfcValveType/FLUSHING;IFC4;"4.0.2.1"
IfcValve/GASCOCK;IfcValveType/GASCOCK;IFC4;"4.0.2.1"
IfcValve/STEAMTRAP;IfcValveType/STEAMTRAP;IFC4;"4.0.2.1"
IfcValve/STOPCOCK;IfcValveType/STOPCOCK;IFC4;"4.0.2.1"
IfcValve/USERDEFINED;IfcValveType/USERDEFINED;IFC4;"4.0.2.1"
IfcValve/NOTDEFINED;IfcValveType/NOTDEFINED;IFC4;"4.0.2.1"
IfcWall/STANDARD;IfcWallType/STANDARD;IFC4;"4.0.2.1"
IfcWall/POLYGONAL;IfcWallType/POLYGONAL;IFC4;"4.0.2.1"
IfcWall/ELEMENTEDWALL;IfcWallType/ELEMENTEDWALL;IFC4;"4.0.2.1"
IfcUnitaryControlElement/HUMIDISTAT;IfcUnitaryControlElementType/HUMIDISTAT;IFC4X1;"4.1.0.0"
IfcUnitaryControlElement/THERMOSTAT;IfcUnitaryControlElementType/THERMOSTAT;IFC4X1;"4.1.0.0"
IfcWall/USERDEFINED;IfcWallType/USERDEFINED;IFC4;"4.0.2.1"
IfcWall/NOTDEFINED;IfcWallType/NOTDEFINED;IFC4;"4.0.2.1"
IfcWasteTerminal/WASTEDISPOSALUNIT;IfcWasteTerminalType/WASTEDISPOSALUNIT;IFC4;"4.0.2.1"
IfcWasteTerminal/WASTETRAP;IfcWasteTerminalType/WASTETRAP;IFC4;"4.0.2.1"
IfcWasteTerminal/USERDEFINED;IfcWasteTerminalType/USERDEFINED;IFC4;"4.0.2.1"
IfcWasteTerminal/NOTDEFINED;IfcWasteTerminalType/NOTDEFINED;IFC4;"4.0.2.1"
IfcWindow/LIGHTDOME;IfcWindowType/LIGHTDOME;IFC4;"4.0.2.1"
IfcWindow/USERDEFINED;IfcWindowType/USERDEFINED;IFC4;"4.0.2.1"
IfcCableSegment/CONDUCTORSEGMENT;IfcCableSegmentType/CONDUCTORSEGMENT;IFC4X1;"4.1.0.0"
IfcCableSegment/CORESEGMENT;IfcCableSegmentType/CORESEGMENT;IFC4X1;"4.1.0.0"
IfcFilter/COMPRESSEDAIRFILTER;IfcFilterType/COMPRESSEDAIRFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/SITEGRADING;IfcLaborResourceType/SITEGRADING;IFC4X3_ADD1;"4.3.1.0"
IfcFilter/ODORFILTER;IfcFilterType/ODORFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcFilter/OILFILTER;IfcFilterType/OILFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcFilter/STRAINER;IfcFilterType/STRAINER;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/COLUMN;IfcColumnType/COLUMN;IFC4X1;"4.1.0.0"
IfcCoil/NOTDEFINED;IfcCoilType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcLaborResource/ADMINISTRATION;IfcLaborResourceType/ADMINISTRATION;IFC4X1;"4.1.0.0"
IfcLamp/COMPACTFLUORESCENT;IfcLampType/COMPACTFLUORESCENT;IFC4X1;"4.1.0.0"
IfcLaborResource/GENERAL;IfcLaborResourceType/GENERAL;IFC4X1;"4.1.0.0"
IfcWindow/LIGHTDOME;IfcWindowType/LIGHTDOME;IFC4X1;"4.1.0.0"
IfcOutlet/AUDIOVISUALOUTLET;IfcOutletType/AUDIOVISUALOUTLET;IFC4X1;"4.1.0.0"
IfcLaborResource/HVAC;IfcLaborResourceType/HVAC;IFC4X1;"4.1.0.0"
IfcLaborResource/LANDSCAPING;IfcLaborResourceType/LANDSCAPING;IFC4X1;"4.1.0.0"
IfcWindow/WINDOW;IfcWindowType/WINDOW;IFC4X1;"4.1.0.0"
IfcLaborResource/MASONRY;IfcLaborResourceType/MASONRY;IFC4X1;"4.1.0.0"
IfcFilter/WATERFILTER;IfcFilterType/WATERFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/CONCRETE;IfcLaborResourceType/CONCRETE;IFC4X1;"4.1.0.0"
IfcCableFitting/TRANSITION;IfcCableFittingType/TRANSITION;IFC4X1;"4.1.0.0"
IfcCableFitting/USERDEFINED;IfcCableFittingType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcCableFitting/NOTDEFINED;IfcCableFittingType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcConstructionEquipmentResource/PAVING;IfcConstructionEquipmentResourceType/PAVING;IFC4X1;"4.1.0.0"
IfcCableSegment/BUSBARSEGMENT;IfcCableSegmentType/BUSBARSEGMENT;IFC4X1;"4.1.0.0"
IfcSubContractResource/NOTDEFINED;IfcSubContractResourceType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcWall/SHEAR;IfcWallType/SHEAR;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/CONTACTOR;IfcSwitchingDeviceType/CONTACTOR;IFC4X1;"4.1.0.0"
IfcFilter/USERDEFINED;IfcFilterType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcTank/BREAKPRESSURE;IfcTankType/BREAKPRESSURE;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/DIMMERSWITCH;IfcSwitchingDeviceType/DIMMERSWITCH;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/EMERGENCYSTOP;IfcSwitchingDeviceType/EMERGENCYSTOP;IFC4X1;"4.1.0.0"
IfcAlarm/WHISTLE;IfcAlarmType/WHISTLE;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/KEYPAD;IfcSwitchingDeviceType/KEYPAD;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/MOMENTARYSWITCH;IfcSwitchingDeviceType/MOMENTARYSWITCH;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/SELECTORSWITCH;IfcSwitchingDeviceType/SELECTORSWITCH;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/STARTER;IfcSwitchingDeviceType/STARTER;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/SWITCHDISCONNECTOR;IfcSwitchingDeviceType/SWITCHDISCONNECTOR;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/TOGGLESWITCH;IfcSwitchingDeviceType/TOGGLESWITCH;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/USERDEFINED;IfcSwitchingDeviceType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcSwitchingDevice/NOTDEFINED;IfcSwitchingDeviceType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/FIREHYDRANT;IfcFireSuppressionTerminalType/FIREHYDRANT;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/HOSEREEL;IfcFireSuppressionTerminalType/HOSEREEL;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/SPRINKLER;IfcFireSuppressionTerminalType/SPRINKLER;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/SPRINKLERDEFLECTOR;IfcFireSuppressionTerminalType/SPRINKLERDEFLECTOR;IFC4X1;"4.1.0.0"
IfcLaborResource/USERDEFINED;IfcLaborResourceType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/USERDEFINED;IfcFireSuppressionTerminalType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/FIREHYDRANT;IfcFireSuppressionTerminalType/FIREHYDRANT;IFC4X3_ADD1;"4.3.1.0"
IfcFireSuppressionTerminal/HOSEREEL;IfcFireSuppressionTerminalType/HOSEREEL;IFC4X3_ADD1;"4.3.1.0"
IfcFireSuppressionTerminal/SPRINKLER;IfcFireSuppressionTerminalType/SPRINKLER;IFC4X3_ADD1;"4.3.1.0"
IfcFireSuppressionTerminal/SPRINKLERDEFLECTOR;IfcFireSuppressionTerminalType/SPRINKLERDEFLECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcFireSuppressionTerminal/USERDEFINED;IfcFireSuppressionTerminalType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFireSuppressionTerminal/NOTDEFINED;IfcFireSuppressionTerminalType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/PHASEANGLEMETER;IfcFlowInstrumentType/PHASEANGLEMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/PRESSUREGAUGE;IfcFlowInstrumentType/PRESSUREGAUGE;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/THERMOMETER;IfcFlowInstrumentType/THERMOMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/VOLTMETER;IfcFlowInstrumentType/VOLTMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/VOLTMETER_PEAK;IfcFlowInstrumentType/VOLTMETER_PEAK;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/VOLTMETER_RMS;IfcFlowInstrumentType/VOLTMETER_RMS;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/USERDEFINED;IfcFlowInstrumentType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/NOTDEFINED;IfcFlowInstrumentType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/STEELWORK;IfcLaborResourceType/STEELWORK;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminal/GRILLE;IfcAirTerminalType/GRILLE;IFC4X1;"4.1.0.0"
IfcFireSuppressionTerminal/NOTDEFINED;IfcFireSuppressionTerminalType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcFlowInstrument/PRESSUREGAUGE;IfcFlowInstrumentType/PRESSUREGAUGE;IFC4X1;"4.1.0.0"
IfcFlowInstrument/THERMOMETER;IfcFlowInstrumentType/THERMOMETER;IFC4X1;"4.1.0.0"
IfcFlowMeter/GASMETER;IfcFlowMeterType/GASMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowMeter/OILMETER;IfcFlowMeterType/OILMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowMeter/WATERMETER;IfcFlowMeterType/WATERMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowMeter/USERDEFINED;IfcFlowMeterType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFlowMeter/NOTDEFINED;IfcFlowMeterType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/FREQUENCYMETER;IfcFlowInstrumentType/FREQUENCYMETER;IFC4X1;"4.1.0.0"
IfcFlowInstrument/POWERFACTORMETER;IfcFlowInstrumentType/POWERFACTORMETER;IFC4X1;"4.1.0.0"
IfcFlowInstrument/PHASEANGLEMETER;IfcFlowInstrumentType/PHASEANGLEMETER;IFC4X1;"4.1.0.0"
IfcDoor/USERDEFINED;IfcDoorType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcBeam/LINTEL;IfcBeamType/LINTEL;IFC4X1;"4.1.0.0"
IfcActuator/PNEUMATICACTUATOR;IfcActuatorType/PNEUMATICACTUATOR;IFC4X1;"4.1.0.0"
IfcActuator/THERMOSTATICACTUATOR;IfcActuatorType/THERMOSTATICACTUATOR;IFC4X1;"4.1.0.0"
IfcFooting/CAISSON_FOUNDATION;IfcFootingType/CAISSON_FOUNDATION;IFC4X3_ADD1;"4.3.1.0"
IfcFooting/PAD_FOOTING;IfcFootingType/PAD_FOOTING;IFC4X3_ADD1;"4.3.1.0"
IfcFooting/PILE_CAP;IfcFootingType/PILE_CAP;IFC4X3_ADD1;"4.3.1.0"
IfcFooting/STRIP_FOOTING;IfcFootingType/STRIP_FOOTING;IFC4X3_ADD1;"4.3.1.0"
IfcFooting/USERDEFINED;IfcFootingType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFooting/NOTDEFINED;IfcFootingType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/DESK;IfcFurnitureType/DESK;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/FILECABINET;IfcFurnitureType/FILECABINET;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/SHELF;IfcFurnitureType/SHELF;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/SOFA;IfcFurnitureType/SOFA;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/TABLE;IfcFurnitureType/TABLE;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/USERDEFINED;IfcFurnitureType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcFurniture/NOTDEFINED;IfcFurnitureType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcGeographicElement/VEGETATION;IfcGeographicElementType/VEGETATION;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/SURVEYING;IfcLaborResourceType/SURVEYING;IFC4X3_ADD1;"4.3.1.0"
IfcGeographicElement/USERDEFINED;IfcGeographicElementType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcGeographicElement/NOTDEFINED;IfcGeographicElementType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminal/REGISTER;IfcAirTerminalType/REGISTER;IFC4X1;"4.1.0.0"
IfcAirTerminal/USERDEFINED;IfcAirTerminalType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcAirTerminal/NOTDEFINED;IfcAirTerminalType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcAirTerminalBox/VARIABLEFLOWPRESSUREDEPENDANT;IfcAirTerminalBoxType/VARIABLEFLOWPRESSUREDEPENDANT;IFC4X1;"4.1.0.0"
IfcHeatExchanger/PLATE;IfcHeatExchangerType/PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcHeatExchanger/SHELLANDTUBE;IfcHeatExchangerType/SHELLANDTUBE;IFC4X3_ADD1;"4.3.1.0"
IfcHeatExchanger/TURNOUTHEATING;IfcHeatExchangerType/TURNOUTHEATING;IFC4X3_ADD1;"4.3.1.0"
IfcHeatExchanger/USERDEFINED;IfcHeatExchangerType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcHeatExchanger/NOTDEFINED;IfcHeatExchangerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminalBox/USERDEFINED;IfcAirTerminalBoxType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcLaborResource/USERDEFINED;IfcLaborResourceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminalBox/NOTDEFINED;IfcAirTerminalBoxType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/FIXEDPLATECOUNTERFLOWEXCHANGER;IfcAirToAirHeatRecoveryType/FIXEDPLATECOUNTERFLOWEXCHANGER;IFC4X1;"4.1.0.0"
IfcHumidifier/ADIABATICAIRWASHER;IfcHumidifierType/ADIABATICAIRWASHER;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ADIABATICATOMIZING;IfcHumidifierType/ADIABATICATOMIZING;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ADIABATICCOMPRESSEDAIRNOZZLE;IfcHumidifierType/ADIABATICCOMPRESSEDAIRNOZZLE;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ADIABATICPAN;IfcHumidifierType/ADIABATICPAN;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ADIABATICRIGIDMEDIA;IfcHumidifierType/ADIABATICRIGIDMEDIA;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ADIABATICULTRASONIC;IfcHumidifierType/ADIABATICULTRASONIC;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/FIXEDPLATECROSSFLOWEXCHANGER;IfcAirToAirHeatRecoveryType/FIXEDPLATECROSSFLOWEXCHANGER;IFC4X1;"4.1.0.0"
IfcAlarm/SIREN;IfcAlarmType/SIREN;IFC4X1;"4.1.0.0"
IfcHumidifier/ADIABATICWETTEDELEMENT;IfcHumidifierType/ADIABATICWETTEDELEMENT;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ASSISTEDBUTANE;IfcHumidifierType/ASSISTEDBUTANE;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ASSISTEDELECTRIC;IfcHumidifierType/ASSISTEDELECTRIC;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ASSISTEDNATURALGAS;IfcHumidifierType/ASSISTEDNATURALGAS;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ASSISTEDPROPANE;IfcHumidifierType/ASSISTEDPROPANE;IFC4X3_ADD1;"4.3.1.0"
IfcAlarm/MANUALPULLBOX;IfcAlarmType/MANUALPULLBOX;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/FIXEDPLATEPARALLELFLOWEXCHANGER;IfcAirToAirHeatRecoveryType/FIXEDPLATEPARALLELFLOWEXCHANGER;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/ROTARYWHEEL;IfcAirToAirHeatRecoveryType/ROTARYWHEEL;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/RUNAROUNDCOILLOOP;IfcAirToAirHeatRecoveryType/RUNAROUNDCOILLOOP;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/HEATPIPE;IfcAirToAirHeatRecoveryType/HEATPIPE;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/TWINTOWERENTHALPYRECOVERYLOOPS;IfcAirToAirHeatRecoveryType/TWINTOWERENTHALPYRECOVERYLOOPS;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/THERMOSIPHONSEALEDTUBEHEATEXCHANGERS;IfcAirToAirHeatRecoveryType/THERMOSIPHONSEALEDTUBEHEATEXCHANGERS;IFC4X1;"4.1.0.0"
IfcHumidifier/ASSISTEDSTEAM;IfcHumidifierType/ASSISTEDSTEAM;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/STEAMINJECTION;IfcHumidifierType/STEAMINJECTION;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/USERDEFINED;IfcHumidifierType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/NOTDEFINED;IfcHumidifierType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcImpactProtectionDevice/DAMPINGSYSTEM;IfcImpactProtectionDeviceType/DAMPINGSYSTEM;IFC4X3_ADD1;"4.3.1.0"
IfcImpactProtectionDevice/FENDER;IfcImpactProtectionDeviceType/FENDER;IFC4X3_ADD1;"4.3.1.0"
IfcImpactProtectionDevice/USERDEFINED;IfcImpactProtectionDeviceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBeam/T_BEAM;IfcBeamType/T_BEAM;IFC4X1;"4.1.0.0"
IfcImpactProtectionDevice/NOTDEFINED;IfcImpactProtectionDeviceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcInterceptor/PETROL;IfcInterceptorType/PETROL;IFC4X3_ADD1;"4.3.1.0"
IfcInterceptor/USERDEFINED;IfcInterceptorType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/USERDEFINED;IfcAirToAirHeatRecoveryType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcAirToAirHeatRecovery/NOTDEFINED;IfcAirToAirHeatRecoveryType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcConstructionEquipmentResource/LIGHTING;IfcConstructionEquipmentResourceType/LIGHTING;IFC4X1;"4.1.0.0"
IfcAlarm/BELL;IfcAlarmType/BELL;IFC4X1;"4.1.0.0"
IfcAlarm/BREAKGLASSBUTTON;IfcAlarmType/BREAKGLASSBUTTON;IFC4X1;"4.1.0.0"
IfcAlarm/LIGHT;IfcAlarmType/LIGHT;IFC4X1;"4.1.0.0"
IfcLaborResource/SURVEYING;IfcLaborResourceType/SURVEYING;IFC4X1;"4.1.0.0"
IfcAlarm/USERDEFINED;IfcAlarmType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcAlarm/NOTDEFINED;IfcAlarmType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcInterceptor/NOTDEFINED;IfcInterceptorType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAudioVisualAppliance/AMPLIFIER;IfcAudioVisualApplianceType/AMPLIFIER;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/CAMERA;IfcAudioVisualApplianceType/CAMERA;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/DISPLAY;IfcAudioVisualApplianceType/DISPLAY;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/MICROPHONE;IfcAudioVisualApplianceType/MICROPHONE;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/PLAYER;IfcAudioVisualApplianceType/PLAYER;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/PROJECTOR;IfcAudioVisualApplianceType/PROJECTOR;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/RECEIVER;IfcAudioVisualApplianceType/RECEIVER;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/SPEAKER;IfcAudioVisualApplianceType/SPEAKER;IFC4X1;"4.1.0.0"
IfcChimney/USERDEFINED;IfcChimneyType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/SWITCHER;IfcAudioVisualApplianceType/SWITCHER;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/TELEPHONE;IfcAudioVisualApplianceType/TELEPHONE;IFC4X1;"4.1.0.0"
IfcConstructionProductResource/FORMWORK;IfcConstructionProductResourceType/FORMWORK;IFC4X1;"4.1.0.0"
IfcConstructionProductResource/ASSEMBLY;IfcConstructionProductResourceType/ASSEMBLY;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/TUNER;IfcAudioVisualApplianceType/TUNER;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/USERDEFINED;IfcAudioVisualApplianceType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcChiller/AIRCOOLED;IfcChillerType/AIRCOOLED;IFC4X1;"4.1.0.0"
IfcAudioVisualAppliance/NOTDEFINED;IfcAudioVisualApplianceType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcBeam/JOIST;IfcBeamType/JOIST;IFC4X1;"4.1.0.0"
IfcBeam/HOLLOWCORE;IfcBeamType/HOLLOWCORE;IFC4X1;"4.1.0.0"
IfcBeam/USERDEFINED;IfcBeamType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcBeam/NOTDEFINED;IfcBeamType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcBoiler/WATER;IfcBoilerType/WATER;IFC4X1;"4.1.0.0"
IfcBoiler/STEAM;IfcBoilerType/STEAM;IFC4X1;"4.1.0.0"
IfcBoiler/USERDEFINED;IfcBoilerType/USERDEFINED;IFC4X1;"4.1.0.0"
