"iet_name";"iet_istypedby";"isc_name";"isc_version"
IfcCommunicationsAppliance/TRANSITIONCOMPONENT;IfcCommunicationsApplianceType/TRANSITIONCOMPONENT;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/TRANSPORTEQUIPMENT;IfcCommunicationsApplianceType/TRANSPORTEQUIPMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/USERDEFINED;IfcCommunicationsApplianceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/NOTDEFINED;IfcCommunicationsApplianceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/BOOSTER;IfcCompressorType/BOOSTER;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/DYNAMIC;IfcCompressorType/DYNAMIC;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/HERMETIC;IfcCompressorType/HERMETIC;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/RECIPROCATING;IfcCompressorType/RECIPROCATING;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/ROLLINGPISTON;IfcCompressorType/ROLLINGPISTON;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/ROTARY;IfcCompressorType/ROTARY;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/ROTARYVANE;IfcCompressorType/ROTARYVANE;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/SCROLL;IfcCompressorType/SCROLL;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/SEMIHERMETIC;IfcCompressorType/SEMIHERMETIC;IFC4X3_ADD1;"4.3.1.0"
IfcFireSuppressionTerminal/BREECHINGINLET;IfcFireSuppressionTerminalType/BREECHINGINLET;IFC4X3_ADD1;"4.3.1.0"
IfcFlowMeter/ENERGYMETER;IfcFlowMeterType/ENERGYMETER;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionMaterialResource/USERDEFINED;IfcConstructionMaterialResourceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionMaterialResource/NOTDEFINED;IfcConstructionMaterialResourceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionProductResource/ASSEMBLY;IfcConstructionProductResourceType/ASSEMBLY;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionProductResource/FORMWORK;IfcConstructionProductResourceType/FORMWORK;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionProductResource/USERDEFINED;IfcConstructionProductResourceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionProductResource/NOTDEFINED;IfcConstructionProductResourceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/THERMOSIPHONCOILTYPEHEATEXCHANGERS;IfcAirToAirHeatRecoveryType/THERMOSIPHONCOILTYPEHEATEXCHANGERS;IFC4X1;"4.1.0.0"
IfcAlarm/BELL;IfcAlarmType/BELL;IFC4;"4.0.2.1"
IfcAlarm/BREAKGLASSBUTTON;IfcAlarmType/BREAKGLASSBUTTON;IFC4;"4.0.2.1"
IfcDiscreteAccessory/BRACKET;IfcDiscreteAccessoryType/BRACKET;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/CABLEARRANGER;IfcDiscreteAccessoryType/CABLEARRANGER;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/ELASTIC_CUSHION;IfcDiscreteAccessoryType/ELASTIC_CUSHION;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/EXPANSION_JOINT_DEVICE;IfcDiscreteAccessoryType/EXPANSION_JOINT_DEVICE;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/FILLER;IfcDiscreteAccessoryType/FILLER;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/INSULATOR;IfcDiscreteAccessoryType/INSULATOR;IFC4X3_ADD1;"4.3.1.0"
IfcAudioVisualAppliance/AMPLIFIER;IfcAudioVisualApplianceType/AMPLIFIER;IFC4;"4.0.2.1"
IfcDiscreteAccessory/RAILPAD;IfcDiscreteAccessoryType/RAILPAD;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/RAIL_MECHANICAL_EQUIPMENT;IfcDiscreteAccessoryType/RAIL_MECHANICAL_EQUIPMENT;IFC4X3_ADD1;"4.3.1.0"
IfcDiscreteAccessory/SHOE;IfcDiscreteAccessoryType/SHOE;IFC4X3_ADD1;"4.3.1.0"
IfcBoiler/STEAM;IfcBoilerType/STEAM;IFC4;"4.0.2.1"
IfcBoiler/USERDEFINED;IfcBoilerType/USERDEFINED;IFC4;"4.0.2.1"
IfcBoiler/NOTDEFINED;IfcBoilerType/NOTDEFINED;IFC4;"4.0.2.1"
IfcDistributionChamberElement/METERCHAMBER;IfcDistributionChamberElementType/METERCHAMBER;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionChamberElement/TRENCH;IfcDistributionChamberElementType/TRENCH;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionChamberElement/VALVECHAMBER;IfcDistributionChamberElementType/VALVECHAMBER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/REPEATER;IfcCommunicationsApplianceType/REPEATER;IFC4;"4.0.2.1"
IfcCommunicationsAppliance/ROUTER;IfcCommunicationsApplianceType/ROUTER;IFC4;"4.0.2.1"
IfcCommunicationsAppliance/SCANNER;IfcCommunicationsApplianceType/SCANNER;IFC4;"4.0.2.1"
IfcCommunicationsAppliance/USERDEFINED;IfcCommunicationsApplianceType/USERDEFINED;IFC4;"4.0.2.1"
IfcController/NOTDEFINED;IfcControllerType/NOTDEFINED;IFC4;"4.0.2.1"
IfcCoolingTower/MECHANICALINDUCEDDRAFT;IfcCoolingTowerType/MECHANICALINDUCEDDRAFT;IFC4;"4.0.2.1"
IfcCoolingTower/MECHANICALFORCEDDRAFT;IfcCoolingTowerType/MECHANICALFORCEDDRAFT;IFC4;"4.0.2.1"
IfcCoolingTower/USERDEFINED;IfcCoolingTowerType/USERDEFINED;IFC4;"4.0.2.1"
IfcCovering/MEMBRANE;IfcCoveringType/MEMBRANE;IFC4;"4.0.2.1"
IfcDamper/BACKDRAFTDAMPER;IfcDamperType/BACKDRAFTDAMPER;IFC4;"4.0.2.1"
IfcDiscreteAccessory/ANCHORPLATE;IfcDiscreteAccessoryType/ANCHORPLATE;IFC4;"4.0.2.1"
IfcDuctSegment/USERDEFINED;IfcDuctSegmentType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionChamberElement/INSPECTIONPIT;IfcDistributionChamberElementType/INSPECTIONPIT;IFC4;"4.0.2.1"
IfcDuctFitting/BEND;IfcDuctFittingType/BEND;IFC4;"4.0.2.1"
IfcDuctSilencer/FLATOVAL;IfcDuctSilencerType/FLATOVAL;IFC4;"4.0.2.1"
IfcElectricAppliance/ELECTRICCOOKER;IfcElectricApplianceType/ELECTRICCOOKER;IFC4X3_ADD1;"4.3.1.0"
IfcDoor/TRAPDOOR;IfcDoorType/TRAPDOOR;IFC4;"4.0.2.1"
IfcEvaporativeCooler/INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER;IfcEvaporativeCoolerType/INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER;IFC4;"4.0.2.1"
IfcEvaporativeCooler/INDIRECTDIRECTCOMBINATION;IfcEvaporativeCoolerType/INDIRECTDIRECTCOMBINATION;IFC4;"4.0.2.1"
IfcEvaporativeCooler/USERDEFINED;IfcEvaporativeCoolerType/USERDEFINED;IFC4;"4.0.2.1"
IfcEvaporativeCooler/NOTDEFINED;IfcEvaporativeCoolerType/NOTDEFINED;IFC4;"4.0.2.1"
IfcEvaporator/DIRECTEXPANSION;IfcEvaporatorType/DIRECTEXPANSION;IFC4;"4.0.2.1"
IfcEvaporator/DIRECTEXPANSIONSHELLANDTUBE;IfcEvaporatorType/DIRECTEXPANSIONSHELLANDTUBE;IFC4;"4.0.2.1"
IfcEvaporator/DIRECTEXPANSIONTUBEINTUBE;IfcEvaporatorType/DIRECTEXPANSIONTUBEINTUBE;IFC4;"4.0.2.1"
IfcFastener/USERDEFINED;IfcFastenerType/USERDEFINED;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/BREECHINGINLET;IfcFireSuppressionTerminalType/BREECHINGINLET;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/FIREHYDRANT;IfcFireSuppressionTerminalType/FIREHYDRANT;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/HOSEREEL;IfcFireSuppressionTerminalType/HOSEREEL;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/SPRINKLER;IfcFireSuppressionTerminalType/SPRINKLER;IFC4;"4.0.2.1"
IfcProtectiveDevice/VARISTOR;IfcProtectiveDeviceType/VARISTOR;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/SPRINKLERDEFLECTOR;IfcFireSuppressionTerminalType/SPRINKLERDEFLECTOR;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/USERDEFINED;IfcFireSuppressionTerminalType/USERDEFINED;IFC4;"4.0.2.1"
IfcFireSuppressionTerminal/NOTDEFINED;IfcFireSuppressionTerminalType/NOTDEFINED;IFC4;"4.0.2.1"
IfcElectricAppliance/VENDINGMACHINE;IfcElectricApplianceType/VENDINGMACHINE;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/LANDSCAPING;IfcLaborResourceType/LANDSCAPING;IFC4;"4.0.2.1"
IfcLaborResource/MASONRY;IfcLaborResourceType/MASONRY;IFC4;"4.0.2.1"
IfcLaborResource/PAINTING;IfcLaborResourceType/PAINTING;IFC4;"4.0.2.1"
IfcMedicalDevice/FEEDAIRUNIT;IfcMedicalDeviceType/FEEDAIRUNIT;IFC4;"4.0.2.1"
IfcMedicalDevice/OXYGENGENERATOR;IfcMedicalDeviceType/OXYGENGENERATOR;IFC4;"4.0.2.1"
IfcMedicalDevice/VACUUMSTATION;IfcMedicalDeviceType/VACUUMSTATION;IFC4;"4.0.2.1"
IfcMedicalDevice/USERDEFINED;IfcMedicalDeviceType/USERDEFINED;IFC4;"4.0.2.1"
IfcMedicalDevice/NOTDEFINED;IfcMedicalDeviceType/NOTDEFINED;IFC4;"4.0.2.1"
IfcMember/STRUT;IfcMemberType/STRUT;IFC4;"4.0.2.1"
IfcElectricFlowStorageDevice/BATTERY;IfcElectricFlowStorageDeviceType/BATTERY;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/CAPACITOR;IfcElectricFlowStorageDeviceType/CAPACITOR;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/USERDEFINED;IfcProtectiveDeviceType/USERDEFINED;IFC4;"4.0.2.1"
IfcPump/CIRCULATOR;IfcPumpType/CIRCULATOR;IFC4;"4.0.2.1"
IfcPump/ENDSUCTION;IfcPumpType/ENDSUCTION;IFC4;"4.0.2.1"
IfcPump/SPLITCASE;IfcPumpType/SPLITCASE;IFC4;"4.0.2.1"
IfcElectricFlowStorageDevice/CAPACITORBANK;IfcElectricFlowStorageDeviceType/CAPACITORBANK;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/COMPENSATOR;IfcElectricFlowStorageDeviceType/COMPENSATOR;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/HARMONICFILTER;IfcElectricFlowStorageDeviceType/HARMONICFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/INDUCTOR;IfcElectricFlowStorageDeviceType/INDUCTOR;IFC4X3_ADD1;"4.3.1.0"
IfcPump/SUBMERSIBLEPUMP;IfcPumpType/SUBMERSIBLEPUMP;IFC4;"4.0.2.1"
IfcPump/SUMPPUMP;IfcPumpType/SUMPPUMP;IFC4;"4.0.2.1"
IfcPump/VERTICALINLINE;IfcPumpType/VERTICALINLINE;IFC4;"4.0.2.1"
IfcPump/VERTICALTURBINE;IfcPumpType/VERTICALTURBINE;IFC4;"4.0.2.1"
IfcPump/USERDEFINED;IfcPumpType/USERDEFINED;IFC4;"4.0.2.1"
IfcProcedure/DIAGNOSTIC;IfcProcedureType/DIAGNOSTIC;IFC4;"4.0.2.1"
IfcProcedure/SHUTDOWN;IfcProcedureType/SHUTDOWN;IFC4;"4.0.2.1"
IfcProtectiveDevice/EARTHLEAKAGECIRCUITBREAKER;IfcProtectiveDeviceType/EARTHLEAKAGECIRCUITBREAKER;IFC4;"4.0.2.1"
IfcRampFlight/SPIRAL;IfcRampFlightType/SPIRAL;IFC4;"4.0.2.1"
IfcRampFlight/USERDEFINED;IfcRampFlightType/USERDEFINED;IFC4;"4.0.2.1"
IfcReinforcingBar/STUD;IfcReinforcingBarType/STUD;IFC4;"4.0.2.1"
IfcReinforcingBar/USERDEFINED;IfcReinforcingBarType/USERDEFINED;IFC4;"4.0.2.1"
IfcRoof/GABLE_ROOF;IfcRoofType/GABLE_ROOF;IFC4;"4.0.2.1"
IfcRoof/HIP_ROOF;IfcRoofType/HIP_ROOF;IFC4;"4.0.2.1"
IfcSanitaryTerminal/BATH;IfcSanitaryTerminalType/BATH;IFC4;"4.0.2.1"
IfcElectricFlowStorageDevice/INDUCTORBANK;IfcElectricFlowStorageDeviceType/INDUCTORBANK;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/RECHARGER;IfcElectricFlowStorageDeviceType/RECHARGER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/UPS;IfcElectricFlowStorageDeviceType/UPS;IFC4X3_ADD1;"4.3.1.0"
IfcSanitaryTerminal/BIDET;IfcSanitaryTerminalType/BIDET;IFC4;"4.0.2.1"
IfcSanitaryTerminal/CISTERN;IfcSanitaryTerminalType/CISTERN;IFC4;"4.0.2.1"
IfcSensor/COSENSOR;IfcSensorType/COSENSOR;IFC4;"4.0.2.1"
IfcSensor/CO2SENSOR;IfcSensorType/CO2SENSOR;IFC4;"4.0.2.1"
IfcSensor/CONDUCTANCESENSOR;IfcSensorType/CONDUCTANCESENSOR;IFC4;"4.0.2.1"
IfcElectricFlowStorageDevice/USERDEFINED;IfcElectricFlowStorageDeviceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowStorageDevice/NOTDEFINED;IfcElectricFlowStorageDeviceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcSensor/IONCONCENTRATIONSENSOR;IfcSensorType/IONCONCENTRATIONSENSOR;IFC4;"4.0.2.1"
IfcSensor/LEVELSENSOR;IfcSensorType/LEVELSENSOR;IFC4;"4.0.2.1"
IfcSensor/LIGHTSENSOR;IfcSensorType/LIGHTSENSOR;IFC4;"4.0.2.1"
IfcShadingDevice/JALOUSIE;IfcShadingDeviceType/JALOUSIE;IFC4;"4.0.2.1"
IfcShadingDevice/SHUTTER;IfcShadingDeviceType/SHUTTER;IFC4;"4.0.2.1"
IfcShadingDevice/AWNING;IfcShadingDeviceType/AWNING;IFC4;"4.0.2.1"
IfcShadingDevice/NOTDEFINED;IfcShadingDeviceType/NOTDEFINED;IFC4;"4.0.2.1"
IfcSlab/FLOOR;IfcSlabType/FLOOR;IFC4;"4.0.2.1"
IfcSlab/ROOF;IfcSlabType/ROOF;IFC4;"4.0.2.1"
IfcSpace/SPACE;IfcSpaceType/SPACE;IFC4;"4.0.2.1"
IfcSpace/PARKING;IfcSpaceType/PARKING;IFC4;"4.0.2.1"
IfcStackTerminal/COWL;IfcStackTerminalType/COWL;IFC4;"4.0.2.1"
IfcStackTerminal/RAINWATERHOPPER;IfcStackTerminalType/RAINWATERHOPPER;IFC4;"4.0.2.1"
IfcStackTerminal/USERDEFINED;IfcStackTerminalType/USERDEFINED;IFC4;"4.0.2.1"
IfcStair/TWO_QUARTER_TURN_STAIR;IfcStairType/TWO_QUARTER_TURN_STAIR;IFC4;"4.0.2.1"
IfcTendon/USERDEFINED;IfcTendonType/USERDEFINED;IFC4;"4.0.2.1"
IfcTransformer/INVERTER;IfcTransformerType/INVERTER;IFC4;"4.0.2.1"
IfcTransformer/RECTIFIER;IfcTransformerType/RECTIFIER;IFC4;"4.0.2.1"
IfcTransformer/VOLTAGE;IfcTransformerType/VOLTAGE;IFC4;"4.0.2.1"
IfcTransformer/USERDEFINED;IfcTransformerType/USERDEFINED;IFC4;"4.0.2.1"
IfcTransformer/NOTDEFINED;IfcTransformerType/NOTDEFINED;IFC4;"4.0.2.1"
IfcTask/DISMANTLE;IfcTaskType/DISMANTLE;IFC4;"4.0.2.1"
IfcElectricFlowTreatmentDevice/ELECTRONICFILTER;IfcElectricFlowTreatmentDeviceType/ELECTRONICFILTER;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowTreatmentDevice/USERDEFINED;IfcElectricFlowTreatmentDeviceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricFlowTreatmentDevice/NOTDEFINED;IfcElectricFlowTreatmentDeviceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator/CHP;IfcElectricGeneratorType/CHP;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator/ENGINEGENERATOR;IfcElectricGeneratorType/ENGINEGENERATOR;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator/STANDALONE;IfcElectricGeneratorType/STANDALONE;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator/USERDEFINED;IfcElectricGeneratorType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator/NOTDEFINED;IfcElectricGeneratorType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/DC;IfcElectricMotorType/DC;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/INDUCTION;IfcElectricMotorType/INDUCTION;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/POLYPHASE;IfcElectricMotorType/POLYPHASE;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/RELUCTANCESYNCHRONOUS;IfcElectricMotorType/RELUCTANCESYNCHRONOUS;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/SYNCHRONOUS;IfcElectricMotorType/SYNCHRONOUS;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/USERDEFINED;IfcElectricMotorType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricMotor/NOTDEFINED;IfcElectricMotorType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcTendon/BAR;IfcTendonType/BAR;IFC4;"4.0.2.1"
IfcTendon/COATED;IfcTendonType/COATED;IFC4;"4.0.2.1"
IfcTendonAnchor/USERDEFINED;IfcTendonAnchorType/USERDEFINED;IFC4;"4.0.2.1"
IfcUnitaryControlElement/WEATHERSTATION;IfcUnitaryControlElementType/WEATHERSTATION;IFC4;"4.0.2.1"
IfcUnitaryEquipment/AIRHANDLER;IfcUnitaryEquipmentType/AIRHANDLER;IFC4;"4.0.2.1"
IfcUnitaryEquipment/NOTDEFINED;IfcUnitaryEquipmentType/NOTDEFINED;IFC4;"4.0.2.1"
IfcValve/AIRRELEASE;IfcValveType/AIRRELEASE;IFC4;"4.0.2.1"
IfcValve/GASTAP;IfcValveType/GASTAP;IFC4;"4.0.2.1"
IfcValve/ISOLATING;IfcValveType/ISOLATING;IFC4;"4.0.2.1"
IfcValve/MIXING;IfcValveType/MIXING;IFC4;"4.0.2.1"
IfcVibrationIsolator/COMPRESSION;IfcVibrationIsolatorType/COMPRESSION;IFC4;"4.0.2.1"
IfcVibrationIsolator/SPRING;IfcVibrationIsolatorType/SPRING;IFC4;"4.0.2.1"
IfcVibrationIsolator/USERDEFINED;IfcVibrationIsolatorType/USERDEFINED;IFC4;"4.0.2.1"
IfcVibrationIsolator/NOTDEFINED;IfcVibrationIsolatorType/NOTDEFINED;IFC4;"4.0.2.1"
IfcWall/MOVABLE;IfcWallType/MOVABLE;IFC4;"4.0.2.1"
IfcWall/PARAPET;IfcWallType/PARAPET;IFC4;"4.0.2.1"
IfcWall/PARTITIONING;IfcWallType/PARTITIONING;IFC4;"4.0.2.1"
IfcWasteTerminal/FLOORTRAP;IfcWasteTerminalType/FLOORTRAP;IFC4;"4.0.2.1"
IfcWasteTerminal/FLOORWASTE;IfcWasteTerminalType/FLOORWASTE;IFC4;"4.0.2.1"
IfcWasteTerminal/GULLYSUMP;IfcWasteTerminalType/GULLYSUMP;IFC4;"4.0.2.1"
IfcWasteTerminal/GULLYTRAP;IfcWasteTerminalType/GULLYTRAP;IFC4;"4.0.2.1"
IfcWasteTerminal/ROOFDRAIN;IfcWasteTerminalType/ROOFDRAIN;IFC4;"4.0.2.1"
IfcElectricTimeControl/RELAY;IfcElectricTimeControlType/RELAY;IFC4X3_ADD1;"4.3.1.0"
IfcElectricTimeControl/TIMECLOCK;IfcElectricTimeControlType/TIMECLOCK;IFC4X3_ADD1;"4.3.1.0"
IfcElectricTimeControl/TIMEDELAY;IfcElectricTimeControlType/TIMEDELAY;IFC4X3_ADD1;"4.3.1.0"
IfcElectricTimeControl/USERDEFINED;IfcElectricTimeControlType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricTimeControl/NOTDEFINED;IfcElectricTimeControlType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElementAssembly/ABUTMENT;IfcElementAssemblyType/ABUTMENT;IFC4X3_ADD1;"4.3.1.0"
IfcElementAssembly/ACCESSORY_ASSEMBLY;IfcElementAssemblyType/ACCESSORY_ASSEMBLY;IFC4X3_ADD1;"4.3.1.0"
IfcElementAssembly/ARCH;IfcElementAssemblyType/ARCH;IFC4X3_ADD1;"4.3.1.0"
IfcElementAssembly/BEAM_GRID;IfcElementAssemblyType/BEAM_GRID;IFC4X3_ADD1;"4.3.1.0"
IfcElementAssembly/BRACED_FRAME;IfcElementAssemblyType/BRACED_FRAME;IFC4X3_ADD1;"4.3.1.0"
IfcElementAssembly/CROSS_BRACING;IfcElementAssemblyType/CROSS_BRACING;IFC4X3_ADD1;"4.3.1.0"
IfcBurner/USERDEFINED;IfcBurnerType/USERDEFINED;IFC4;"4.0.2.1"
IfcLaborResource/SITEGRADING;IfcLaborResourceType/SITEGRADING;IFC4;"4.0.2.1"
IfcBurner/NOTDEFINED;IfcBurnerType/NOTDEFINED;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/NOTDEFINED;IfcConstructionMaterialResourceType/NOTDEFINED;IFC4;"4.0.2.1"
IfcCableCarrierFitting/USERDEFINED;IfcCableCarrierFittingType/USERDEFINED;IFC4;"4.0.2.1"
IfcCableCarrierFitting/NOTDEFINED;IfcCableCarrierFittingType/NOTDEFINED;IFC4;"4.0.2.1"
IfcCableCarrierSegment/CABLELADDERSEGMENT;IfcCableCarrierSegmentType/CABLELADDERSEGMENT;IFC4;"4.0.2.1"
IfcCableCarrierSegment/CABLETRAYSEGMENT;IfcCableCarrierSegmentType/CABLETRAYSEGMENT;IFC4;"4.0.2.1"
IfcCableCarrierSegment/CABLETRUNKINGSEGMENT;IfcCableCarrierSegmentType/CABLETRUNKINGSEGMENT;IFC4;"4.0.2.1"
IfcTank/USERDEFINED;IfcTankType/USERDEFINED;IFC4;"4.0.2.1"
IfcCableCarrierSegment/CONDUITSEGMENT;IfcCableCarrierSegmentType/CONDUITSEGMENT;IFC4;"4.0.2.1"
IfcCableCarrierSegment/USERDEFINED;IfcCableCarrierSegmentType/USERDEFINED;IFC4;"4.0.2.1"
IfcCableCarrierSegment/NOTDEFINED;IfcCableCarrierSegmentType/NOTDEFINED;IFC4;"4.0.2.1"
IfcChiller/AIRCOOLED;IfcChillerType/AIRCOOLED;IFC4;"4.0.2.1"
IfcChiller/WATERCOOLED;IfcChillerType/WATERCOOLED;IFC4;"4.0.2.1"
IfcSwitchingDevice/CONTACTOR;IfcSwitchingDeviceType/CONTACTOR;IFC4;"4.0.2.1"
IfcSwitchingDevice/DIMMERSWITCH;IfcSwitchingDeviceType/DIMMERSWITCH;IFC4;"4.0.2.1"
IfcFlowMeter/GASMETER;IfcFlowMeterType/GASMETER;IFC4;"4.0.2.1"
IfcSwitchingDevice/EMERGENCYSTOP;IfcSwitchingDeviceType/EMERGENCYSTOP;IFC4;"4.0.2.1"
IfcSwitchingDevice/KEYPAD;IfcSwitchingDeviceType/KEYPAD;IFC4;"4.0.2.1"
IfcSwitchingDevice/MOMENTARYSWITCH;IfcSwitchingDeviceType/MOMENTARYSWITCH;IFC4;"4.0.2.1"
IfcSwitchingDevice/SELECTORSWITCH;IfcSwitchingDeviceType/SELECTORSWITCH;IFC4;"4.0.2.1"
IfcSwitchingDevice/STARTER;IfcSwitchingDeviceType/STARTER;IFC4;"4.0.2.1"
IfcSwitchingDevice/SWITCHDISCONNECTOR;IfcSwitchingDeviceType/SWITCHDISCONNECTOR;IFC4;"4.0.2.1"
IfcTank/VESSEL;IfcTankType/VESSEL;IFC4;"4.0.2.1"
IfcTank/NOTDEFINED;IfcTankType/NOTDEFINED;IFC4;"4.0.2.1"
IfcTask/CONSTRUCTION;IfcTaskType/CONSTRUCTION;IFC4;"4.0.2.1"
IfcTask/DEMOLITION;IfcTaskType/DEMOLITION;IFC4;"4.0.2.1"
IfcTransformer/FREQUENCY;IfcTransformerType/FREQUENCY;IFC4;"4.0.2.1"
IfcTransportElement/ELEVATOR;IfcTransportElementType/ELEVATOR;IFC4;"4.0.2.1"
IfcElectricDistributionBoard/CONSUMERUNIT;IfcElectricDistributionBoardType/CONSUMERUNIT;IFC4;"4.0.2.1"
IfcElectricDistributionBoard/DISTRIBUTIONBOARD;IfcElectricDistributionBoardType/DISTRIBUTIONBOARD;IFC4;"4.0.2.1"
IfcElectricDistributionBoard/MOTORCONTROLCENTRE;IfcElectricDistributionBoardType/MOTORCONTROLCENTRE;IFC4;"4.0.2.1"
IfcFlowMeter/OILMETER;IfcFlowMeterType/OILMETER;IFC4;"4.0.2.1"
IfcFlowMeter/WATERMETER;IfcFlowMeterType/WATERMETER;IFC4;"4.0.2.1"
IfcFlowMeter/USERDEFINED;IfcFlowMeterType/USERDEFINED;IFC4;"4.0.2.1"
IfcPipeFitting/EXIT;IfcPipeFittingType/EXIT;IFC4;"4.0.2.1"
IfcPipeFitting/JUNCTION;IfcPipeFittingType/JUNCTION;IFC4;"4.0.2.1"
IfcPipeFitting/OBSTRUCTION;IfcPipeFittingType/OBSTRUCTION;IFC4;"4.0.2.1"
IfcPipeFitting/TRANSITION;IfcPipeFittingType/TRANSITION;IFC4;"4.0.2.1"
IfcRoof/HIPPED_GABLE_ROOF;IfcRoofType/HIPPED_GABLE_ROOF;IFC4;"4.0.2.1"
IfcRoof/GAMBREL_ROOF;IfcRoofType/GAMBREL_ROOF;IFC4;"4.0.2.1"
IfcRoof/MANSARD_ROOF;IfcRoofType/MANSARD_ROOF;IFC4;"4.0.2.1"
IfcSanitaryTerminal/SHOWER;IfcSanitaryTerminalType/SHOWER;IFC4;"4.0.2.1"
IfcSwitchingDevice/NOTDEFINED;IfcSwitchingDeviceType/NOTDEFINED;IFC4;"4.0.2.1"
IfcSystemFurnitureElement/PANEL;IfcSystemFurnitureElementType/PANEL;IFC4;"4.0.2.1"
IfcSystemFurnitureElement/WORKSURFACE;IfcSystemFurnitureElementType/WORKSURFACE;IFC4;"4.0.2.1"
IfcSystemFurnitureElement/USERDEFINED;IfcSystemFurnitureElementType/USERDEFINED;IFC4;"4.0.2.1"
IfcValve/ANTIVACUUM;IfcValveType/ANTIVACUUM;IFC4;"4.0.2.1"
IfcValve/CHANGEOVER;IfcValveType/CHANGEOVER;IFC4;"4.0.2.1"
IfcValve/CHECK;IfcValveType/CHECK;IFC4;"4.0.2.1"
